Record_ID,Date,Production_Line,Product,Shift,Operator_ID,Machine_ID,Units_Produced,Defects,Rework_Units,Scrap_Units,Downtime_Hours,Root_Cause,Cost_of_Poor_Quality,Good_Units,Defect_Rate,First_Pass_Yield,Scrap_Rate,Rework_Rate
QR01350,2025-06-28,Line B,Device Gamma,Night,OP019,M-105,136,5,1,4,1.14,Electrical,3531.01,131,0.03676470588235294,0.9632352941176471,0.029411764705882353,0.007352941176470588
QR01351,2025-04-15,Line B,Device Gamma,Evening,OP002,M-102,220,7,2,5,1.58,Calibration,3763.04,213,0.031818181818181815,0.9681818181818181,0.022727272727272728,0.00909090909090909
QR01352,2025-07-23,Line B,Device Alpha,Morning,OP022,M-105,142,6,2,4,0.74,Process,2604.98,136,0.04225352112676056,0.9577464788732394,0.028169014084507043,0.014084507042253521
QR01353,2025-06-11,Line C,Device Beta,Morning,OP007,M-101,194,6,1,5,3.74,Material,4020.01,188,0.030927835051546393,0.9690721649484536,0.02577319587628866,0.005154639175257732
QR01354,2025-03-29,Line C,Device Delta,Night,OP005,M-103,210,6,2,4,5.57,Process,2797.17,204,0.02857142857142857,0.9714285714285714,0.01904761904761905,0.009523809523809525
QR01355,2025-05-20,Line D,Device Gamma,Morning,OP022,M-102,199,6,1,5,5.06,Calibration,3613.58,193,0.03015075376884422,0.9698492462311558,0.02512562814070352,0.005025125628140704
QR01356,2025-06-27,Line D,Device Gamma,Morning,OP023,M-106,179,6,2,4,0.83,Material,3433.99,173,0.0335195530726257,0.9664804469273743,0.0223463687150838,0.0111731843575419
QR01357,2025-03-26,Line C,Device Gamma,Morning,OP025,M-104,221,4,1,3,4.26,Electrical,2696.63,217,0.01809954751131222,0.9819004524886877,0.013574660633484163,0.004524886877828055
QR01358,2025-04-03,Line C,Device Gamma,Evening,OP009,M-105,269,3,1,2,1.57,Assembly,1206.1,266,0.011152416356877323,0.9888475836431226,0.007434944237918215,0.0037174721189591076
QR01359,2025-07-02,Line B,Device Delta,Night,OP021,M-104,113,6,3,3,1.52,Process,2225.42,107,0.05309734513274336,0.9469026548672567,0.02654867256637168,0.02654867256637168
QR01360,2025-12-10,Line B,Device Alpha,Evening,OP023,M-106,172,7,2,5,1.78,Material,4082.74,165,0.040697674418604654,0.9593023255813954,0.029069767441860465,0.011627906976744186
QR01361,2025-05-06,Line A,Device Beta,Morning,OP012,M-105,142,6,1,5,2.08,Electrical,4438.52,136,0.04225352112676056,0.9577464788732394,0.035211267605633804,0.007042253521126761
QR01362,2025-11-20,Line A,Device Delta,Morning,OP018,M-103,251,10,2,8,0.68,Electrical,6909.09,241,0.0398406374501992,0.9601593625498008,0.03187250996015936,0.00796812749003984
QR01363,2025-09-15,Line C,Device Gamma,Morning,OP015,M-102,277,3,1,2,4.82,Assembly,1213.03,274,0.010830324909747292,0.9891696750902527,0.007220216606498195,0.0036101083032490976
QR01364,2025-04-07,Line A,Device Alpha,Night,OP022,M-101,208,6,1,5,1.52,Electrical,4348.88,202,0.028846153846153848,0.9711538461538461,0.02403846153846154,0.004807692307692308
QR01365,2025-06-02,Line A,Device Alpha,Morning,OP024,M-105,223,5,2,3,0.72,Process,2196.16,218,0.02242152466367713,0.9775784753363229,0.013452914798206279,0.008968609865470852
QR01366,2025-01-02,Line D,Device Delta,Evening,OP007,M-104,225,13,3,10,2.56,Electrical,9101.44,212,0.057777777777777775,0.9422222222222222,0.044444444444444446,0.013333333333333334
QR01367,2025-02-19,Line A,Device Delta,Morning,OP002,M-101,118,4,1,3,3.6,Process,2000.3,114,0.03389830508474576,0.9661016949152542,0.025423728813559324,0.00847457627118644
QR01368,2025-09-24,Line B,Device Alpha,Morning,OP011,M-102,245,8,2,6,2.49,Calibration,4419.59,237,0.0326530612244898,0.9673469387755103,0.024489795918367346,0.00816326530612245
QR01369,2025-11-02,Line C,Device Delta,Evening,OP020,M-106,106,2,1,1,4.74,Assembly,699.13,104,0.018867924528301886,0.9811320754716981,0.009433962264150943,0.009433962264150943
QR01370,2025-12-29,Line D,Device Alpha,Morning,OP028,M-105,115,5,2,3,3.46,Calibration,2303.07,110,0.043478260869565216,0.9565217391304348,0.02608695652173913,0.017391304347826087
QR01371,2025-03-15,Line B,Device Delta,Night,OP001,M-101,250,10,2,8,6.17,Electrical,7019.15,240,0.04,0.96,0.032,0.008
QR01372,2025-10-14,Line C,Device Beta,Evening,OP027,M-101,197,2,0,2,2.35,Material,1520.0,195,0.01015228426395939,0.9898477157360406,0.01015228426395939,0.0
QR01373,2025-06-11,Line B,Device Beta,Night,OP016,M-102,145,7,2,5,1.29,Material,4144.82,138,0.04827586206896552,0.9517241379310345,0.034482758620689655,0.013793103448275862
QR01374,2025-05-16,Line B,Device Alpha,Morning,OP025,M-106,215,9,2,7,1.08,Assembly,4012.47,206,0.04186046511627907,0.958139534883721,0.03255813953488372,0.009302325581395349
QR01375,2025-05-05,Line D,Device Beta,Morning,OP028,M-106,137,8,3,5,3.47,Material,4409.28,129,0.058394160583941604,0.9416058394160584,0.0364963503649635,0.021897810218978103
QR01376,2025-08-25,Line D,Device Alpha,Morning,OP016,M-101,240,10,4,6,1.4,Process,4423.33,230,0.041666666666666664,0.9583333333333334,0.025,0.016666666666666666
QR01377,2025-06-02,Line C,Device Gamma,Morning,OP020,M-105,142,2,0,2,2.2,Material,1520.0,140,0.014084507042253521,0.9859154929577465,0.014084507042253521,0.0
QR01378,2025-02-02,Line D,Device Delta,Night,OP012,M-106,147,9,4,5,0.82,Material,4643.71,138,0.061224489795918366,0.9387755102040817,0.034013605442176874,0.027210884353741496
QR01379,2025-10-20,Line C,Device Gamma,Evening,OP014,M-105,276,3,1,2,2.3,Calibration,1589.31,273,0.010869565217391304,0.9891304347826086,0.007246376811594203,0.0036231884057971015
QR01380,2025-10-02,Line D,Device Beta,Night,OP016,M-105,107,6,2,4,2.7,Process,2784.96,101,0.056074766355140186,0.9439252336448598,0.037383177570093455,0.018691588785046728
QR01381,2025-12-06,Line B,Device Gamma,Morning,OP005,M-105,257,7,1,6,1.95,Process,3714.35,250,0.027237354085603113,0.9727626459143969,0.023346303501945526,0.0038910505836575876
QR01382,2025-05-07,Line A,Device Gamma,Evening,OP017,M-103,266,6,2,4,2.57,Process,2564.09,260,0.022556390977443608,0.9774436090225563,0.015037593984962405,0.007518796992481203
QR01383,2025-12-13,Line B,Device Delta,Evening,OP015,M-105,157,8,2,6,3.82,Material,4782.64,149,0.050955414012738856,0.9490445859872612,0.03821656050955414,0.012738853503184714
QR01384,2025-06-02,Line D,Device Delta,Morning,OP010,M-106,114,7,2,5,2.25,Assembly,2974.05,107,0.06140350877192982,0.9385964912280702,0.043859649122807015,0.017543859649122806
QR01385,2025-04-09,Line B,Device Alpha,Night,OP025,M-102,237,9,2,7,1.62,Material,5725.37,228,0.0379746835443038,0.9620253164556962,0.029535864978902954,0.008438818565400843
QR01386,2025-05-26,Line D,Device Alpha,Evening,OP018,M-104,94,4,1,3,5.68,Material,2449.35,90,0.0425531914893617,0.9574468085106383,0.031914893617021274,0.010638297872340425
QR01387,2025-12-26,Line D,Device Alpha,Morning,OP011,M-102,214,9,1,8,1.01,Calibration,5673.61,205,0.04205607476635514,0.9579439252336449,0.037383177570093455,0.004672897196261682
QR01388,2025-11-26,Line D,Device Delta,Morning,OP016,M-106,171,9,3,6,2.53,Calibration,4772.76,162,0.05263157894736842,0.9473684210526315,0.03508771929824561,0.017543859649122806
QR01389,2025-12-03,Line B,Device Gamma,Evening,OP026,M-104,271,9,2,7,0.2,Calibration,5073.31,262,0.033210332103321034,0.966789667896679,0.025830258302583026,0.007380073800738007
QR01390,2025-05-26,Line A,Device Delta,Evening,OP004,M-104,168,10,2,8,1.77,Material,6367.3,158,0.05952380952380952,0.9404761904761905,0.047619047619047616,0.011904761904761904
QR01391,2025-10-19,Line B,Device Delta,Morning,OP001,M-105,122,6,2,4,0.6,Assembly,2420.42,116,0.04918032786885246,0.9508196721311475,0.03278688524590164,0.01639344262295082
QR01392,2025-05-27,Line B,Device Alpha,Evening,OP020,M-103,107,5,1,4,1.49,Process,2453.23,102,0.04672897196261682,0.9532710280373832,0.037383177570093455,0.009345794392523364
QR01393,2025-11-22,Line B,Device Beta,Morning,OP023,M-105,159,7,2,5,0.75,Electrical,4542.45,152,0.0440251572327044,0.9559748427672956,0.031446540880503145,0.012578616352201259
QR01394,2025-02-26,Line B,Device Gamma,Night,OP002,M-105,181,5,2,3,0.27,Material,2711.28,176,0.027624309392265192,0.9723756906077348,0.016574585635359115,0.011049723756906077
QR01395,2025-03-08,Line A,Device Gamma,Night,OP012,M-106,127,4,2,2,3.18,Assembly,1468.57,123,0.031496062992125984,0.968503937007874,0.015748031496062992,0.015748031496062992
QR01396,2025-11-24,Line C,Device Gamma,Evening,OP025,M-106,203,1,0,1,4.13,Packaging,260.0,202,0.0049261083743842365,0.9950738916256158,0.0049261083743842365,0.0
QR01397,2025-02-11,Line B,Device Gamma,Morning,OP024,M-102,134,4,2,2,1.2,Packaging,956.64,130,0.029850746268656716,0.9701492537313433,0.014925373134328358,0.014925373134328358
QR01398,2025-06-29,Line A,Device Beta,Night,OP016,M-103,260,10,1,9,5.2,Calibration,6214.95,250,0.038461538461538464,0.9615384615384616,0.03461538461538462,0.0038461538461538464
QR01399,2025-12-26,Line C,Device Delta,Evening,OP028,M-101,126,3,1,2,3.26,Process,1398.27,123,0.023809523809523808,0.9761904761904762,0.015873015873015872,0.007936507936507936
QR01400,2025-07-01,Line D,Device Gamma,Night,OP010,M-101,247,11,4,7,0.55,Calibration,5328.0,236,0.044534412955465584,0.9554655870445344,0.02834008097165992,0.016194331983805668
QR01401,2025-02-14,Line C,Device Gamma,Night,OP003,M-102,168,2,1,1,0.31,Material,890.17,166,0.011904761904761904,0.9880952380952381,0.005952380952380952,0.005952380952380952
QR01402,2025-05-31,Line A,Device Gamma,Evening,OP007,M-105,257,4,1,3,0.32,Process,1944.27,253,0.01556420233463035,0.9844357976653697,0.011673151750972763,0.0038910505836575876
QR01403,2025-03-27,Line C,Device Beta,Morning,OP020,M-103,159,4,2,2,2.57,Calibration,1755.32,155,0.025157232704402517,0.9748427672955975,0.012578616352201259,0.012578616352201259
QR01404,2025-09-21,Line A,Device Alpha,Morning,OP008,M-105,175,3,1,2,2.06,Material,1723.65,172,0.017142857142857144,0.9828571428571429,0.011428571428571429,0.005714285714285714
QR01405,2025-04-20,Line A,Device Beta,Evening,OP022,M-106,123,3,1,2,1.68,Calibration,1598.64,120,0.024390243902439025,0.975609756097561,0.016260162601626018,0.008130081300813009
QR01406,2025-02-19,Line B,Device Alpha,Morning,OP013,M-103,180,9,4,5,0.93,Process,3483.72,171,0.05,0.95,0.027777777777777776,0.022222222222222223
QR01407,2025-10-29,Line D,Device Gamma,Night,OP009,M-103,101,5,2,3,1.57,Assembly,1743.03,96,0.04950495049504951,0.9504950495049505,0.0297029702970297,0.019801980198019802
QR01408,2025-12-23,Line B,Device Beta,Evening,OP002,M-106,101,3,1,2,0.38,Assembly,1178.85,98,0.0297029702970297,0.9702970297029703,0.019801980198019802,0.009900990099009901
QR01409,2025-08-06,Line D,Device Delta,Morning,OP015,M-102,129,8,1,7,2.78,Assembly,3869.6,121,0.06201550387596899,0.937984496124031,0.05426356589147287,0.007751937984496124
QR01410,2025-09-11,Line D,Device Alpha,Night,OP023,M-103,106,4,1,3,3.57,Assembly,1751.29,102,0.03773584905660377,0.9622641509433962,0.02830188679245283,0.009433962264150943
QR01411,2025-11-25,Line A,Device Gamma,Morning,OP017,M-102,209,5,1,4,0.39,Packaging,1198.04,204,0.023923444976076555,0.9760765550239234,0.019138755980861243,0.004784688995215311
QR01412,2025-05-22,Line D,Device Gamma,Morning,OP016,M-101,122,6,1,5,4.39,Material,4018.45,116,0.04918032786885246,0.9508196721311475,0.040983606557377046,0.00819672131147541
QR01413,2025-06-24,Line A,Device Gamma,Evening,OP019,M-102,193,2,0,2,2.32,Calibration,1360.0,191,0.010362694300518135,0.9896373056994818,0.010362694300518135,0.0
QR01414,2025-04-24,Line C,Device Beta,Evening,OP004,M-104,114,2,1,1,5.27,Calibration,837.28,112,0.017543859649122806,0.9824561403508771,0.008771929824561403,0.008771929824561403
QR01415,2025-05-04,Line A,Device Alpha,Night,OP023,M-104,92,2,0,2,0.58,Process,1180.0,90,0.021739130434782608,0.9782608695652174,0.021739130434782608,0.0
QR01416,2025-11-14,Line D,Device Gamma,Morning,OP030,M-101,234,12,2,10,1.74,Assembly,5460.36,222,0.05128205128205128,0.9487179487179487,0.042735042735042736,0.008547008547008548
QR01417,2025-02-10,Line B,Device Alpha,Morning,OP001,M-103,273,10,2,8,1.44,Process,4981.98,263,0.03663003663003663,0.9633699633699634,0.029304029304029304,0.007326007326007326
QR01418,2025-10-15,Line C,Device Alpha,Morning,OP009,M-102,182,1,0,1,1.16,Material,760.0,181,0.005494505494505495,0.9945054945054945,0.005494505494505495,0.0
QR01419,2025-04-03,Line B,Device Delta,Morning,OP015,M-105,188,8,3,5,1.06,Material,4380.79,180,0.0425531914893617,0.9574468085106383,0.026595744680851064,0.015957446808510637
QR01420,2025-06-13,Line A,Device Delta,Night,OP025,M-106,149,5,1,4,1.61,Process,2524.36,144,0.03355704697986577,0.9664429530201343,0.026845637583892617,0.006711409395973154
QR01421,2025-02-05,Line A,Device Alpha,Morning,OP008,M-105,117,3,1,2,2.33,Assembly,1180.94,114,0.02564102564102564,0.9743589743589743,0.017094017094017096,0.008547008547008548
QR01422,2025-01-12,Line C,Device Beta,Evening,OP005,M-105,149,3,0,3,1.27,Material,2280.0,146,0.020134228187919462,0.9798657718120806,0.020134228187919462,0.0
QR01423,2025-03-29,Line C,Device Delta,Morning,OP020,M-102,238,7,1,6,1.63,Material,4735.42,231,0.029411764705882353,0.9705882352941176,0.025210084033613446,0.004201680672268907
QR01424,2025-02-10,Line A,Device Delta,Evening,OP021,M-101,134,4,1,3,3.99,Electrical,2697.84,130,0.029850746268656716,0.9701492537313433,0.022388059701492536,0.007462686567164179
QR01425,2025-12-28,Line B,Device Gamma,Evening,OP014,M-104,190,5,1,4,1.05,Assembly,2194.34,185,0.02631578947368421,0.9736842105263158,0.021052631578947368,0.005263157894736842
QR01426,2025-08-27,Line C,Device Delta,Evening,OP002,M-103,252,5,1,4,0.74,Assembly,2185.4,247,0.01984126984126984,0.9801587301587301,0.015873015873015872,0.003968253968253968
QR01427,2025-07-02,Line C,Device Delta,Evening,OP022,M-103,113,3,0,3,0.68,Assembly,1560.0,110,0.02654867256637168,0.9734513274336283,0.02654867256637168,0.0
QR01428,2025-09-19,Line A,Device Delta,Morning,OP022,M-106,233,6,2,4,0.37,Calibration,3157.31,227,0.02575107296137339,0.9742489270386266,0.017167381974248927,0.008583690987124463
QR01429,2025-06-11,Line A,Device Gamma,Evening,OP006,M-103,234,2,0,2,0.93,Packaging,520.0,232,0.008547008547008548,0.9914529914529915,0.008547008547008548,0.0
QR01430,2025-07-29,Line A,Device Beta,Evening,OP021,M-106,260,10,4,6,3.28,Assembly,3581.56,250,0.038461538461538464,0.9615384615384616,0.023076923076923078,0.015384615384615385
QR01431,2025-11-19,Line C,Device Delta,Night,OP009,M-103,209,7,1,6,3.09,Assembly,3230.86,202,0.03349282296650718,0.9665071770334929,0.028708133971291867,0.004784688995215311
QR01432,2025-03-14,Line B,Device Gamma,Evening,OP017,M-103,232,9,2,7,3.61,Process,4372.15,223,0.03879310344827586,0.9612068965517241,0.03017241379310345,0.008620689655172414
QR01433,2025-07-01,Line B,Device Alpha,Morning,OP013,M-106,151,3,0,3,2.45,Electrical,2520.0,148,0.019867549668874173,0.9801324503311258,0.019867549668874173,0.0
QR01434,2025-12-05,Line C,Device Beta,Evening,OP006,M-106,127,2,1,1,4.67,Assembly,704.24,125,0.015748031496062992,0.984251968503937,0.007874015748031496,0.007874015748031496
QR01435,2025-12-12,Line C,Device Gamma,Evening,OP015,M-103,208,4,1,3,3.9,Assembly,1740.5,204,0.019230769230769232,0.9807692307692307,0.014423076923076924,0.004807692307692308
QR01436,2025-05-11,Line B,Device Beta,Night,OP021,M-103,124,7,3,4,3.21,Material,3514.7,117,0.056451612903225805,0.9435483870967742,0.03225806451612903,0.024193548387096774
QR01437,2025-10-14,Line A,Device Alpha,Evening,OP003,M-101,155,4,1,3,0.28,Assembly,1694.05,151,0.025806451612903226,0.9741935483870968,0.01935483870967742,0.0064516129032258064
QR01438,2025-09-19,Line D,Device Beta,Morning,OP029,M-101,246,15,2,13,2.55,Process,7935.04,231,0.06097560975609756,0.9390243902439024,0.052845528455284556,0.008130081300813009
QR01439,2025-11-14,Line B,Device Beta,Morning,OP020,M-101,275,13,5,8,1.57,Process,5611.15,262,0.04727272727272727,0.9527272727272728,0.02909090909090909,0.01818181818181818
QR01440,2025-12-30,Line D,Device Beta,Evening,OP015,M-101,231,16,3,13,3.4,Packaging,3791.18,215,0.06926406926406926,0.9307359307359307,0.05627705627705628,0.012987012987012988
QR01441,2025-01-16,Line A,Device Alpha,Morning,OP028,M-106,121,4,1,3,2.77,Calibration,2135.53,117,0.03305785123966942,0.9669421487603306,0.024793388429752067,0.008264462809917356
QR01442,2025-01-14,Line A,Device Gamma,Morning,OP018,M-105,117,1,0,1,2.27,Material,760.0,116,0.008547008547008548,0.9914529914529915,0.008547008547008548,0.0
QR01443,2025-02-16,Line A,Device Beta,Morning,OP015,M-103,116,3,0,3,1.11,Calibration,2040.0,113,0.02586206896551724,0.9741379310344828,0.02586206896551724,0.0
QR01444,2025-12-29,Line B,Device Delta,Evening,OP021,M-103,185,9,3,6,2.39,Assembly,3817.15,176,0.04864864864864865,0.9513513513513514,0.032432432432432434,0.016216216216216217
QR01445,2025-08-05,Line A,Device Alpha,Morning,OP021,M-101,194,3,1,2,1.44,Packaging,624.91,191,0.015463917525773196,0.9845360824742269,0.010309278350515464,0.005154639175257732
QR01446,2025-08-05,Line A,Device Beta,Morning,OP014,M-103,142,3,1,2,2.29,Assembly,1178.03,139,0.02112676056338028,0.9788732394366197,0.014084507042253521,0.007042253521126761
QR01447,2025-09-01,Line C,Device Gamma,Night,OP021,M-106,126,2,1,1,0.27,Electrical,945.92,124,0.015873015873015872,0.9841269841269841,0.007936507936507936,0.007936507936507936
QR01448,2025-11-03,Line B,Device Beta,Night,OP015,M-102,233,10,2,8,2.54,Calibration,5621.13,223,0.04291845493562232,0.9570815450643777,0.034334763948497854,0.008583690987124463
QR01449,2025-12-30,Line D,Device Delta,Morning,OP022,M-101,254,16,5,11,0.59,Calibration,8172.69,238,0.06299212598425197,0.937007874015748,0.04330708661417323,0.01968503937007874
QR01450,2025-08-30,Line A,Device Delta,Evening,OP021,M-102,247,9,2,7,0.62,Electrical,6336.86,238,0.03643724696356275,0.9635627530364372,0.02834008097165992,0.008097165991902834
QR01451,2025-03-12,Line A,Device Delta,Evening,OP028,M-103,227,7,1,6,5.31,Assembly,3252.98,220,0.030837004405286344,0.9691629955947136,0.02643171806167401,0.004405286343612335
QR01452,2025-03-23,Line D,Device Alpha,Morning,OP010,M-105,206,12,3,9,2.05,Calibration,6419.02,194,0.05825242718446602,0.941747572815534,0.043689320388349516,0.014563106796116505
QR01453,2025-09-11,Line B,Device Delta,Evening,OP021,M-102,274,13,5,8,0.62,Packaging,3178.06,261,0.04744525547445255,0.9525547445255474,0.029197080291970802,0.01824817518248175
QR01454,2025-01-03,Line A,Device Beta,Morning,OP015,M-106,235,4,1,3,7.36,Assembly,1713.68,231,0.01702127659574468,0.9829787234042553,0.01276595744680851,0.00425531914893617
QR01455,2025-11-09,Line B,Device Beta,Morning,OP010,M-106,120,5,1,4,5.89,Assembly,2253.35,115,0.041666666666666664,0.9583333333333334,0.03333333333333333,0.008333333333333333
QR01456,2025-02-03,Line B,Device Delta,Evening,OP023,M-106,222,10,3,7,2.34,Assembly,3963.94,212,0.04504504504504504,0.954954954954955,0.03153153153153153,0.013513513513513514
QR01457,2025-05-24,Line D,Device Beta,Morning,OP009,M-106,217,10,3,7,3.69,Assembly,4351.25,207,0.04608294930875576,0.9539170506912442,0.03225806451612903,0.013824884792626729
QR01458,2025-02-08,Line D,Device Beta,Evening,OP004,M-103,237,12,4,8,6.04,Material,6727.78,225,0.05063291139240506,0.9493670886075949,0.03375527426160337,0.016877637130801686
QR01459,2025-11-04,Line A,Device Delta,Evening,OP030,M-101,280,10,1,9,1.79,Packaging,2471.28,270,0.03571428571428571,0.9642857142857143,0.03214285714285714,0.0035714285714285713
QR01460,2025-01-14,Line A,Device Delta,Evening,OP028,M-101,161,5,2,3,2.0,Assembly,2001.9,156,0.031055900621118012,0.968944099378882,0.018633540372670808,0.012422360248447204
QR01461,2025-09-06,Line B,Device Delta,Night,OP019,M-102,100,4,1,3,1.35,Packaging,875.57,96,0.04,0.96,0.03,0.01
QR01462,2025-02-25,Line B,Device Gamma,Morning,OP013,M-102,216,7,2,5,4.98,Process,3421.89,209,0.032407407407407406,0.9675925925925926,0.023148148148148147,0.009259259259259259
QR01463,2025-01-16,Line A,Device Beta,Evening,OP014,M-103,170,8,3,5,1.31,Electrical,4537.54,162,0.047058823529411764,0.9529411764705882,0.029411764705882353,0.01764705882352941
QR01464,2025-05-19,Line C,Device Beta,Morning,OP014,M-106,201,4,2,2,2.74,Process,1659.16,197,0.01990049751243781,0.9800995024875622,0.009950248756218905,0.009950248756218905
QR01465,2025-08-27,Line B,Device Delta,Night,OP027,M-102,248,10,3,7,0.79,Material,6002.28,238,0.04032258064516129,0.9596774193548387,0.028225806451612902,0.012096774193548387
QR01466,2025-11-04,Line D,Device Delta,Night,OP014,M-104,169,11,3,8,1.41,Material,6388.98,158,0.0650887573964497,0.9349112426035503,0.047337278106508875,0.01775147928994083
QR01467,2025-12-17,Line D,Device Alpha,Morning,OP003,M-104,258,8,2,6,1.27,Assembly,3417.93,250,0.031007751937984496,0.9689922480620154,0.023255813953488372,0.007751937984496124
QR01468,2025-09-16,Line A,Device Alpha,Morning,OP026,M-105,133,3,0,3,0.15,Assembly,1560.0,130,0.022556390977443608,0.9774436090225563,0.022556390977443608,0.0
QR01469,2025-06-09,Line C,Device Beta,Morning,OP007,M-106,197,4,1,3,0.12,Process,1908.02,193,0.02030456852791878,0.9796954314720813,0.015228426395939087,0.005076142131979695
QR01470,2025-10-30,Line A,Device Delta,Morning,OP022,M-105,129,5,1,4,1.24,Calibration,2857.51,124,0.03875968992248062,0.9612403100775194,0.031007751937984496,0.007751937984496124
QR01471,2025-06-25,Line C,Device Beta,Night,OP029,M-102,140,6,2,4,4.66,Electrical,3597.98,134,0.04285714285714286,0.9571428571428572,0.02857142857142857,0.014285714285714285
QR01472,2025-05-01,Line B,Device Alpha,Night,OP029,M-102,96,4,1,3,0.07,Process,1973.08,92,0.041666666666666664,0.9583333333333334,0.03125,0.010416666666666666
QR01473,2025-06-06,Line B,Device Alpha,Morning,OP008,M-101,280,8,3,5,3.71,Assembly,3085.33,272,0.02857142857142857,0.9714285714285714,0.017857142857142856,0.010714285714285714
QR01474,2025-04-12,Line B,Device Gamma,Evening,OP024,M-104,98,4,2,2,4.89,Calibration,1739.47,94,0.04081632653061224,0.9591836734693877,0.02040816326530612,0.02040816326530612
QR01475,2025-11-03,Line A,Device Alpha,Morning,OP019,M-102,209,2,1,1,5.87,Electrical,941.11,207,0.009569377990430622,0.9904306220095693,0.004784688995215311,0.004784688995215311
QR01476,2025-10-07,Line A,Device Beta,Morning,OP009,M-106,119,3,1,2,0.31,Assembly,1217.94,116,0.025210084033613446,0.9747899159663865,0.01680672268907563,0.008403361344537815
QR01477,2025-10-14,Line A,Device Gamma,Night,OP014,M-104,182,5,1,4,1.0,Electrical,3505.36,177,0.027472527472527472,0.9725274725274725,0.02197802197802198,0.005494505494505495
QR01478,2025-04-12,Line A,Device Delta,Morning,OP010,M-106,139,4,2,2,1.67,Process,1509.27,135,0.02877697841726619,0.9712230215827338,0.014388489208633094,0.014388489208633094
QR01479,2025-12-08,Line A,Device Alpha,Evening,OP018,M-102,145,2,0,2,0.79,Process,1180.0,143,0.013793103448275862,0.9862068965517241,0.013793103448275862,0.0
QR01480,2025-07-18,Line C,Device Gamma,Morning,OP015,M-103,171,2,0,2,1.0,Material,1520.0,169,0.011695906432748537,0.9883040935672515,0.011695906432748537,0.0
QR01481,2025-12-06,Line B,Device Delta,Night,OP028,M-103,184,8,2,6,0.99,Material,4905.68,176,0.043478260869565216,0.9565217391304348,0.03260869565217391,0.010869565217391304
QR01482,2025-10-12,Line B,Device Gamma,Night,OP017,M-102,135,4,0,4,0.47,Material,3040.0,131,0.02962962962962963,0.9703703703703703,0.02962962962962963,0.0
QR01483,2025-03-28,Line C,Device Delta,Morning,OP011,M-106,200,5,1,4,3.57,Electrical,3491.02,195,0.025,0.975,0.02,0.005
QR01484,2025-12-06,Line A,Device Delta,Evening,OP021,M-103,202,8,3,5,2.37,Material,4310.75,194,0.039603960396039604,0.9603960396039604,0.024752475247524754,0.01485148514851485
QR01485,2025-10-24,Line C,Device Beta,Night,OP027,M-105,149,4,2,2,0.43,Calibration,1579.45,145,0.026845637583892617,0.9731543624161074,0.013422818791946308,0.013422818791946308
QR01486,2025-09-02,Line C,Device Beta,Morning,OP019,M-104,103,5,2,3,2.53,Assembly,1989.41,98,0.04854368932038835,0.9514563106796117,0.02912621359223301,0.019417475728155338
QR01487,2025-03-04,Line B,Device Beta,Evening,OP015,M-102,155,8,3,5,1.2,Material,4434.64,147,0.05161290322580645,0.9483870967741935,0.03225806451612903,0.01935483870967742
QR01488,2025-10-25,Line D,Device Delta,Evening,OP006,M-104,245,12,4,8,3.24,Process,5308.53,233,0.04897959183673469,0.9510204081632653,0.0326530612244898,0.0163265306122449
QR01489,2025-02-06,Line D,Device Beta,Evening,OP025,M-101,131,7,2,5,1.37,Material,4267.75,124,0.05343511450381679,0.9465648854961832,0.03816793893129771,0.015267175572519083
QR01490,2025-04-30,Line B,Device Beta,Evening,OP024,M-102,224,9,3,6,1.08,Packaging,2241.66,215,0.04017857142857143,0.9598214285714286,0.026785714285714284,0.013392857142857142
QR01491,2025-09-01,Line B,Device Alpha,Morning,OP013,M-101,147,5,1,4,2.48,Material,3256.3,142,0.034013605442176874,0.9659863945578231,0.027210884353741496,0.006802721088435374
QR01492,2025-11-09,Line D,Device Gamma,Evening,OP016,M-102,166,8,3,5,1.05,Packaging,1909.8,158,0.04819277108433735,0.9518072289156626,0.030120481927710843,0.018072289156626505
QR01493,2025-02-06,Line B,Device Delta,Evening,OP004,M-106,160,7,2,5,1.71,Material,4255.89,153,0.04375,0.95625,0.03125,0.0125
QR01494,2025-11-19,Line C,Device Gamma,Evening,OP024,M-103,259,6,3,3,0.96,Assembly,2148.18,253,0.023166023166023165,0.9768339768339769,0.011583011583011582,0.011583011583011582
QR01495,2025-11-16,Line C,Device Gamma,Evening,OP016,M-101,278,4,1,3,4.54,Calibration,2255.68,274,0.014388489208633094,0.9856115107913669,0.01079136690647482,0.0035971223021582736
QR01496,2025-05-06,Line D,Device Alpha,Morning,OP026,M-102,276,14,3,11,1.39,Calibration,7925.37,262,0.050724637681159424,0.9492753623188406,0.03985507246376811,0.010869565217391304
QR01497,2025-04-30,Line D,Device Beta,Morning,OP014,M-105,249,14,6,8,1.9,Process,5720.01,235,0.05622489959839357,0.9437751004016064,0.0321285140562249,0.024096385542168676
QR01498,2025-04-03,Line A,Device Gamma,Evening,OP018,M-104,272,2,0,2,0.45,Material,1520.0,270,0.007352941176470588,0.9926470588235294,0.007352941176470588,0.0
QR01499,2025-10-24,Line C,Device Alpha,Evening,OP018,M-102,246,3,1,2,1.68,Assembly,1138.62,243,0.012195121951219513,0.9878048780487805,0.008130081300813009,0.0040650406504065045
